Name,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
The Pigs Ear Restaurant,-6.2549834,53.3421312,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
The Shack Restaurant,-6.2643475,53.3454303,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
The Sussex,-6.2515908,53.3315482,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
ThunderRoad Cafe,-6.26123,53.345578,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Toddys Brasserie,-6.260295,53.35166,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Toscana Restaurant City Centre Dublin,-6.2675697,53.3441752,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
St Anns Church,-6.2579562,53.3409241,Dublin,Dublin City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Trocadero Restaurant,-6.2617296,53.3434004,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Ukiyo Bar,-6.2635765,53.3431101,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Umi Falafel,-6.2654941,53.3440657,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Victoria Chinese Restaurant,-6.393712,53.320968,Dublin,Clondalkin,Republic of Ireland,"Food and Drink,Restaurant"
Wagamama  South King Street,-6.2624949,53.3402708,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Wagamama  Blanchardstown ,-6.391107722,53.39479313,Dublin,Blanchardstown,Republic of Ireland,"Food and Drink,Restaurant"
The Westbury Casino,-6.1542549,53.4526778,Dublin,Malahide,Republic of Ireland,
Red Stables Food Market St Anneas Park,-6.1754333,53.369313,Dublin,Raheny,Republic of Ireland,"Food and Drink,Restaurant,Shopping"
Clondalkin Leisure Centre,-6.399045,53.3218989,Dublin,Clondalkin,Republic of Ireland,"Fitness and Leisure,Venue"
Odeon Nite Bar,-6.262809,53.334205,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Kylemore Karting,-6.3540878,53.333828,Dublin,Dublin City,Republic of Ireland,
Hidden Howth Experiences,-6.0687478,53.3878577,Dublin,Howth,Republic of Ireland,"Walking,Activity Operator,Day Tour,Tour,Food Trails and Tour"
Moher Cottage,-9.4211378,52.9529765,Clare,Liscannor,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Blarney Castle and Cork Day tour a Irish Day Tours,-6.2596291,53.3443425,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Blarney Castle Kilkenny and Irish Whiskey  Rabbies Small Group Tours,-6.2555903,53.3423932,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
The Seamus Ennis Arts Centre,-6.289882,53.586112,Dublin,Naul,Republic of Ireland,
Viking Theatre,-6.1956987,53.3591096,Dublin,Clontarf,Republic of Ireland,
The Complex,-6.2698406,53.3473087,Dublin,Dublin City,Republic of Ireland,
Carrollas Tours,-6.265457,53.3353754,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Celts  Castles Tour  Hilltoptreks,-6.2615938,53.3517131,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Cliffs of Moher Premium Tour a Irish Day Tours,-6.274733428,53.34311199,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Dubliniamo  Tour in Italiano,-6.2597805,53.3499191,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Early Access Book of Kells   Dublin Castle Tour  LetzGo City Tours,-6.3281682,53.3244379,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
From Norsemen To Normans Historical Walking Tour,-6.268577393,53.34856997,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Cliffs of Moher Atlantic Edge Ocean Walk  Galway City Day Tour From Dublin  Wild Rover Tours,-6.260180784,53.34936062,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Connect The Dots Tours of Ireland,-6.1322496,53.2917928,Dublin,Daon Laoghaire,Republic of Ireland,"Activity Operator,Tour"
Connemara Day Tour a Irish Day Tours,-6.2596291,53.3443425,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Cork Blarney Castle  Queenstown Tour  Railtours Ireland First Class,-6.250291,53.351003,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Corporate Transfers,-6.2610921,53.3519427,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Day Tour of Wicklow with Activity Options,-6.335353467,53.00984135,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Dingle Killarney and the Wild Atlantic Way  Rabbies Small Group Tours,-6.2555903,53.3423932,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Dublin Mini Coaches  Chauffeur Drive  Day Tours,-6.348129,53.33053,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Excursiones Irlanda  Blarney Day Tour,-6.259742,53.3497623,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Excursiones Irlanda  Cliffs of Moher Day Tour,-6.259742,53.3497623,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Excursiones Irlanda  Giantas Causeway Tour,-6.259742,53.3497623,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
James Joyce Centre Footsteps of Leopold Bloom Tour,-6.2601572,53.3540765,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Fair Isle Tours ,-6.3962709,53.3323475,Dublin,Clondalkin,Republic of Ireland,"Activity Operator,Tour"
Game of Thrones Tours,-6.2467354,53.3481614,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
GanTours,-6.2164468,53.2776924,Dublin,Sandyford,Republic of Ireland,"Activity Operator,Tour"
Giants Causeway Day Tour a Irish Day Tours,-6.2596291,53.3443425,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Giants Causeway Tour  Finn McCools Tours,-6.259074209,53.34658022,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Glendalough Tour  Finn McCools Tours,-6.259074209,53.34658022,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Irlanda en Espanol,-6.2330183,53.3403902,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Introducing Joyces Dublin Walking Tour ,-6.259988,53.354157,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Leinster Taxi,-6.2603097,53.3498053,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Little Gem Private Tours of Ireland,-6.2671257,53.3220023,Dublin,Rathmines,Republic of Ireland,"Activity Operator,Tour"
Wicklow Glendalough  Kilkenny Day Tour  Hilltoptreks,-6.260939,53.3437727,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Wicklow Day Tour  Irish Day Tours,-6.2596103,53.3441906,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Wicklow County  Glendalough Tour,-6.260834292,53.35148853,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Wanderlust Irland  Wicklow Kilkenny  Glendalough Tour from Dublin,-6.259742,53.3497623,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Wanderlust Irland  Giantas Causeway Tour From Dublin,-6.259742,53.3497623,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Wanderlust Irland  Galway  Connemara Tour from Dublin,-6.259742,53.3497623,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Wanderlust Irland  Cliffs of Moher Tour from Dublin,-6.259742,53.3497623,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Titanic and Belfast Day Tour a Irish Day Tours,-6.2596291,53.3443425,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Newgrange and Hill of Tara Tour  Mary Gibbons,-6.211949,53.331628,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Ralph Smyth Tours,-6.267449858,53.34270034,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Tailored Talk,-6.2603097,53.3498053,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Private Giants Causeway Day Tour with Kennedy  Carr,-6.259742,53.3497623,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Rural Pub Tours,-6.260892777,53.34361604,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Toots The Malahide Road Train,-6.1536297,53.4507408,Dublin,Malahide,Republic of Ireland,"Activity Operator,Tour"
Sights of Dublin Day Tours,-6.260910073,53.35168459,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Viaggiare in Irlanda,-6.2641437,53.3449462,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Day Tour,Tour"
The West Coast Explorer  Rabbies Small Group Tours,-6.2555903,53.3423932,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
The Wicklow Tour  Hilltoptreks,-6.260939,53.3437727,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Trace your Irish Ancestors and Heritage Tour  LetzGo City Tours,-6.3281682,53.3244379,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Dublin Whiskey Tours,-6.257423643,53.34566149,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
The Chocolate Warehouse,-6.3333243,53.3149733,Dublin,Walkinstown,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Whiskey Island  Trail through Irelands Ancient East,-6.2595459,53.3442059,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Bike Stop Dublin,-6.2684917,53.3481522,Dublin,Dublin City,Republic of Ireland,"Cycling,Bike Rental"
Droichead Arts Centre,-6.3531272,53.7145293,Louth,Drogheda,Republic of Ireland,"Learning,Art Gallery,Venue,Music,Cafe,Food and Drink,Pubs and Bar,Activity Operator"
Kettles Country House Hotel,-6.288287,53.482437,Dublin,Swords,Republic of Ireland,"Food and Drink,Restaurant,Vegetarian"
The Garden Room,-6.252943514,53.33856402,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Palmerstown House Pub,-6.370762,53.3564344,Dublin,Palmerstown,Republic of Ireland,"Food and Drink,Pubs and Bar"
Dtwo Nightclub,-6.262780551,53.33431048,Dublin,Dublin City,Republic of Ireland,Food and Drink
The Laughter Lounge ,-6.2579906,53.3479448,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Venue,Comedy,Pubs and Bar"
Macau Casino Club,-8.4683333,51.9011111,Dublin,Dublin City,Republic of Ireland,
The Comedy Crunch,-6.2636588,53.3438235,Dublin,Dublin City,Republic of Ireland,"Venue,Comedy,Food and Drink,Pubs and Bar"
Harnans Bar,-6.804627,53.4879333,Meath,Rathmolyon,Republic of Ireland,"Food and Drink,Pubs and Bar"
Bleecker Street Cafac Bar,-6.2639138,53.3571801,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar,Restaurant"
Celtic Nights Dinner  Show,-6.2608556,53.3473639,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Traditionally Irish,Venue,Music,Pubs and Bar,Local Produce,Seafood,Vegetarian,Activity Operator"
The Bankers,-6.262441,53.343947,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
The Bridge 1859,-6.232083,53.329262,Dublin,Ballsbridge,Republic of Ireland,"Food and Drink,Pubs and Bar,Restaurant"
The Liberty Market,-6.2783791,53.3411257,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Dublin Food Coop Organic Food Market,-6.3101959,53.3423451,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store"
The Doorway Gallery,-6.2562914,53.3422534,Dublin,Dublin City,Republic of Ireland,Art Gallery
Whiskey Island  Dublin Whiskey Story,-6.2595459,53.3442059,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Whiskey Island  Irelands Hidden Heartlands Whiskey Trail  ,-6.2588113,53.3398838,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Ole Irlanda Tours,-6.261858143,53.34378798,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Rural Adventure Tours,-7.152017,54.026111,Cavan,Cootehill,Republic of Ireland,"Climbing,Activity Operator,Kayaking,Walking,Venue,Sports Venues,Day Tour,Tour"
14 Henrietta Street,-6.2702534,53.3524615,Dublin,Dublin City,Republic of Ireland,Museums and Attraction
Broadford Ashford Walking Trails  Broadford to Ashford Way,-8.972707,52.346003,Limerick,Broadford,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Broadford Ashford Walking Trails  Gortnaclohy Loop,-9.059586735,52.36022448,Limerick,Broadford,Republic of Ireland,Walking
Broadford Ashford Walking Trails  Ashford to Broadford Way,-9.059633,52.360564,Limerick,Broadford,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Broadford Ashford Walking Trails  Gleann na gCapall Loop,-8.9736273,52.3459256,Limerick,Broadford,Republic of Ireland,Walking
Cork Opera House Theatre,-8.472909,51.900251,Cork,Cork City,Republic of Ireland,"Venue,Comedy,Traditionally Irish,Music,Cafe,Food and Drink"
Ursula Tramski Ceramics,-10.3939452,52.1636901,Kerry,Ballyferriter,Republic of Ireland,"Craft,Shopping,Learning"
Aircoach,-6.243069,53.428486,Dublin,Dublin Airport,Republic of Ireland,"Transport,Coach,Road"
Aran Islands Tour  Railtours Ireland First Class!,-6.250291,53.351003,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Dursey Island Cable Car,-10.154743,51.61031,Cork,Beara Peninsula,Republic of Ireland,"Transport,Island,Offshore Island,Coach,Road"
Garrett Mallon Design House,-6.186786,54.041434,Louth,Carlingford,Republic of Ireland,"Craft,Shopping,Learning,Food Shops"
Carraig Climbing,-8.480807126,54.2713073,Sligo,Sligo Town,Republic of Ireland,"Climbing,Activity Operator,Walking,Tour"
Charter Ireland,-9.5582697,53.2668149,Galway,Rossaveal,Republic of Ireland,"Sailing,Activity Operator,Boat,Tour"
Clare Island Ferry,-9.988141954,53.79245548,Mayo,Clare Island,Republic of Ireland,"Transport,Activity Operator,Coach,Road"
HerGalway Walking Tour,-9.0496711,53.2748164,Galway,Galway City,Republic of Ireland,"Walking,Activity Operator,Tour"
Wild Rover Tours,-6.261259839,53.34706143,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Walk and Talk Tour of Galway City,-9.04947255,53.27217881,Galway,Galway City,Republic of Ireland,"Walking,Activity Operator,Tour"
Titanic and Belfast City Tour  Railtours Ireland First Class!,-6.250291,53.351003,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
The Ring of Kerry Tour  Railtours Ireland First Class!,-6.250291,53.351003,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Connemara  The Wild Atlantic Way Tour  Railtours Ireland First Class!,-6.250291,53.351003,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Corrib Cruises  Corrib Ferries,-9.281612381,53.53852657,Mayo,Cong,Republic of Ireland,"Cruising,Activity Operator,Boat,Tour"
Corrib Tours on the Corrib Princess,-9.0540159,53.2773452,Galway,Galway City,Republic of Ireland,"Cruising,Activity Operator,Boat,Tour"
Doagh Famine Village,-7.335867,55.308903,Donegal,Ballyliffin,Republic of Ireland,"Museums and Attraction,Cafe,Food and Drink"
Eagles Flying  Irish Raptor Research Centre,-8.5683428,54.1033973,Sligo,Ballymote,Republic of Ireland,"Bird Watching,Nature and Wildlife,Falconry,Activity Operator,Visitor Farm"
The Giants Tour  Railtours Ireland First Class!,-6.250291,53.351003,Wicklow,Avoca,Republic of Ireland,"Activity Operator,Tour"
Galway Dark Tour,-9.0496711,53.2748164,Galway,Galway City,Republic of Ireland,"Walking,Activity Operator,Tour"
High King Tours,-9.0454682,53.2749626,Galway,Galway City,Republic of Ireland,"Activity Operator,Tour"
Irlanda in Italiano,-6.2334757,53.3405011,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Island Discovery  Inishbofin Ferry,-10.19387539,53.62132742,Galway,Inishbofin Island,Republic of Ireland,"Transport,Activity Operator,Coach,Road"
ODonoghues Boating,-9.509495824,52.05913097,Kerry,Killarney,Republic of Ireland,"Cruising,Fishing,Angling,Activity Operator,Boat,Tour"
Newgrange  Boyne Valley  Day Tours Unplugged,-6.286011,53.3837,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Morrison Tours,-9.7843403,52.1063508,Kerry,Killorglin,Republic of Ireland,"Walking,Activity Operator,Tour"
Kilkenny City  Wicklow Mountains  Wild Rover Tours,-6.2603097,53.3498053,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Waterford Walls Guided Art Trail Walk,-7.1153369,52.2580926,Waterford,Waterford City,Republic of Ireland,"Walking,Activity Operator,Tour"
Tralee Bay Experience,-9.863039,52.2713662,Kerry,Fenit,Republic of Ireland,"Activity Operator,Boat,Tour"
Coffee Cottage,-9.9184918,53.396335,Galway,Carna,Republic of Ireland,"Food and Drink,Artisan,Restaurant,Cafe,Fast Food,Vegan,Vegetarian"
Independence Museum Kilmurry,-8.881698017,51.84240006,Cork,Macroom,Republic of Ireland,"Learning,Museums and Attraction"
Golf Chumann Ceann Sibacal,-10.4425907,52.1798793,Kerry,Ballyferriter,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Derryglad Folk  Heritage Museum,-8.080592,53.4656574,Roscommon,Athlone,Republic of Ireland,Museums and Attraction
Oakfield Park,-7.5746643,54.8770997,Donegal,Raphoe,Republic of Ireland,"Natural Landscape,Cafe,Food and Drink"
Taste Cafac,-6.2631814,53.3409759,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Cafe"
Ardgillan Castle and Gardens,-6.1600646,53.5866233,Dublin,Balbriggan,Republic of Ireland,"Learning,Historic Houses and Castle,Castle,Gardens,Garden,Venue,Music,Cafe,Food and Drink,Local Produce,Restaurant,Tour"
Waterworld Tralee,-9.70428,52.274089,Kerry,Tralee,Republic of Ireland,"Activity Operator,Shopping,Food Shops"
Rock n Bowl,-7.3440899,53.5135841,Westmeath,Mullingar,Republic of Ireland,"Activity Operator,Cafe,Food and Drink"
Avondale Forest Park  Cairn Walk,-6.227024242,52.91671134,Wicklow,Rathdrum,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Arnotts,-6.2631308,53.3491377,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Parnell National Memorial Park,-6.2308607,52.92913,Wicklow,Rathdrum,Republic of Ireland,"Walking,Public Park,Nature and Wildlife"
Art  Antiques Quarter,-6.273896,53.340223,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Avoca Suffolk Street,-6.2607397,53.3438309,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Balbriggan Fish and Farmers Market,-6.356669,53.716601,Dublin,Balbriggan,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store"
Westgate Design,-6.4619238,52.3388097,Wexford,Wexford Town,Republic of Ireland,"Restaurant,Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Blanchardstown Shopping Centre,-6.3910117,53.3918686,Dublin,Blanchardstown,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Bloomfields Shopping Centre,-6.1389512,53.2924502,Dublin,Daon Laoghaire,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Breda Haugh Jeweller and Designer,-6.239407,53.341855,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Brown Thomas Arnotts,-6.259931,53.3424295,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Carrolls Irish Gift Stores,-6.2593534,53.3465464,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Guirys Bar,-9.1144889,53.9810385,Mayo,Foxford,Republic of Ireland,"Food and Drink,Pubs and Bar"
The Rosa Sea Fishing and Scenic Tours,-9.8057807,51.7806062,Kerry,Kenmare,Republic of Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Kildare Village Shopping Destination,-6.9167071,53.1540269,Kildare,Kildare Town,Republic of Ireland,"Restaurant,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Celtic Spirit Jewellery,-6.2627558,53.3400578,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Celtic Tweed,-6.1848139,53.5993441,Dublin,Balbriggan,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Celtic Whiskey Shop,-6.2588113,53.3398838,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Cleo,-6.2563532,53.3395074,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Courtville Antiques,-6.262222,53.342296,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Declan Killen Goldsmith,-6.2643062,53.3421272,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
designist,-6.2646535,53.3426386,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Djinn Jewellery,-6.2653738,53.336801,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Doyle Design Dublin,-6.2642386,53.3426521,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Dublin Crystal,-6.2471376,53.29437,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Dun Laoghaire Shopping Centre,-6.1349872,53.2924251,Dublin,Daon Laoghaire,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Sansana Spa at the Royal Marine Hotel,-6.1339471,53.2922155,Dublin,Daon Laoghaire,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
John Farrington Antiques,-6.2632477,53.342639,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Jervis Shopping Centre,-6.2656231,53.3482143,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Haku Beauty,-6.2557817,53.3258192,Dublin,Dublin City,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Burren Nature Sanctuary,-8.9280234,53.1297107,Galway,Kinvara,Republic of Ireland,"Agriculture,Nature and Wildlife,Walking,Visitor Farm,Cafe,Food and Drink,Activity Operator,Tour"
The Spa at Castleknock Hotel,-6.3905238,53.3663865,Dublin,Castleknock,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Jenny Vander,-6.2633241,53.3420707,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
James Fox ,-6.2595701,53.3442039,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
J W Weldon,-6.2608348,53.3427416,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Irish Celtic Craftshop,-6.269449,53.343846,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Indigo  Cloth,-6.2661415,53.3452013,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
House of Read Fine Foods  Tableware,-6.2671795,53.3443645,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Shopping,Shopping Centres and Department Store,Cafe"
Guinness Gallery,-6.184356,53.266725,Dublin,Foxrock,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
GreenAer,-6.2485083,53.3443424,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Georges Street Arcade,-6.2638889,53.3425,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Fallon and Byrne,-6.263287,53.343151,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Shopping,Shopping Centres and Department Store"
Johnston Antiques,-6.273524,53.3395503,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Liffey Valley Shopping Centre,-6.3916075,53.3527637,Dublin,Clondalkin,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Little Gem Records,-6.2563053,53.3394804,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Lulu  Belle,-6.091120624,53.52190904,Dublin,Rush,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Magee of South Anne Street,-6.2590138,53.3409938,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Dundrum Town Centre,-6.242252,53.286982,Dublin,Dundrum,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Paul Sheeran Jewellers,-6.2608527,53.3419066,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Oxfam Books,-6.2674052,53.3447318,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
OSullivan Antiques,-6.2745217,53.3410682,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Omni Park Shopping Centre,-6.2484477,53.3928317,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Nutgrove Shopping Centre,-6.2672979,53.2903992,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Murphyas HarleyDavidson,-6.263754,53.344785,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Mortons,-6.261878,53.3336067,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Shopping,Shopping Centres and Department Store"
McDowells Jewellers The Happy Ring House,-6.2599472,53.3500755,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Yellow Brick Road,-6.262363,53.346934,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Urban Plant Life Garden Centre,-6.2832951,53.3381822,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Tipperary Crystal,-6.3414831,53.4220473,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Tierneys Gift Shop,-6.136679,53.292489,Dublin,Daon Laoghaire,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
The Sweater Shop,-6.2573016,53.3427264,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
The Square,-6.3717012,53.2865928,Dublin,Tallaght,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
The Outdoor Adventure Store,-6.26408179,53.34807428,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
The Library Project,-6.2638907,53.3456182,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
The Donegal Shop,-6.2619078,53.3398417,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
The Design Tower,-6.239407,53.341855,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Stonechat Jewellers,-6.26116,53.3415108,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
The Hidden Folklore of Ireland   ,-7.2535657,52.653437,Kilkenny,Kilkenny City,Republic of Ireland,"Food and Drink,Pubs and Bar"
