Name,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Stillorgan Village Centre,-6.200196,53.2894327,Dublin,Stillorgan,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Siopaella,-6.2613017,53.3429404,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Rorys Fishing Tackle ,-6.2625534,53.345697,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Rachel Swan,-6.2701782,53.2783322,Dublin,Rathfarnham,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
R  C McCormack Celtic Jewellers,-6.2605652,53.3401241,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Powerscourt Townhouse Centre and Tour,-6.2618173,53.3422365,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Peterson of Dublin,-6.2590891,53.3430594,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Sirius Arts Centre,-8.297049,51.849174,Cork,Cobh,Republic of Ireland,"Craft,Shopping,Art Gallery,Venue,Music"
The Potters Yard  Patricia Howard Pottery,-6.6145085,52.2291506,Wexford,Duncormick,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator,Food Shops"
Aultaghreagh Cottage Garden,-9.091795,51.7782455,Cork,Dunmanway,Republic of Ireland,"Gardens,Garden"
Lusitania Museum and Old Head Signal Tower,-8.5426092,51.6204332,Cork,Kinsale,Republic of Ireland,"Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Arran Street East,-6.2704778,53.3483106,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Dursey Island,-10.1983505,51.5967169,Cork,Beara Peninsula,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island"
Tullamore DEW Distillery Experience,-7.5006001,53.2527346,Offaly,Tullamore,Republic of Ireland,"Food and Drink,Restaurant,Museums and Attraction,Tour"
Experience Gaelic Games,-6.263118,53.374288,Dublin,Drumcondra,Republic of Ireland,"Gaa,Activity Operator"
Kenmare Butter Market,-9.5848484,51.880461,Kerry,Kenmare,Republic of Ireland,"Craft,Shopping,Art Gallery"
The Guinness Open Gate Brewery,-6.2869935,53.3433454,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar,Restaurant"
Sligo Dark Tales Tour,-8.4673684,54.2714025,Sligo,Sligo Town,Republic of Ireland,"Activity Operator,Tour,Walking"
Active Breaks,-6.3856314,52.2722968,Wexford,Rosslare,Republic of Ireland,"Cycling,Activity Operator,Bike Rental,Tour"
Ballyhass Adventure Group  Coachford,-8.8287593,51.9136164,Cork,Cork City,Republic of Ireland,"Kayaking,Activity Operator,Adventure Park"
Bartleys ,-6.2640698,53.3411204,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Cafe"
Stella Cinema,-6.2658589,53.3223738,Dublin,Rathmines,Republic of Ireland,"Cinema,Venue,Food and Drink,Pubs and Bar"
National Famine Way,-8.0978481,53.7772067,Roscommon,Strokestown,Republic of Ireland,"Walking,Natural Landscape"
Wild and Free Adventure Co,-8.64737,54.63676,Donegal,Teelin,Republic of Ireland,"Surfing,Activity Operator,Walking"
Portmarnock Hotel and Golf Links,-6.1261228,53.4295645,Dublin,Portmarnock,Republic of Ireland,Golf
Daddys Cafac,-6.297925,53.3362039,Dublin,South Circular Road,Republic of Ireland,"Food and Drink,Cafe"
The Circular Bar,-6.2979249,53.3362039,Dublin,South Circular Road,Republic of Ireland,"Food and Drink,Restaurant,Venue,Music,Pubs and Bar"
Florence  Milly,-6.661827,53.2465019,Kildare,Sallins,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator,Cafe,Food and Drink"
The Galway Hooker Bar  Restaurant Dublin ,-6.2925564,53.3467716,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Cafe"
Royal Cork Yacht Club Marina,-8.303795,51.804382,Cork,Crosshaven,Republic of Ireland,"Sailing,Activity Operator,Marina,Venue,Food and Drink,Pubs and Bar"
CS Tours Ireland,-6.2531327,53.3483745,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
GreenAer Bike Rental,-8.4506867,51.8951791,Cork,Cork City,Republic of Ireland,"Cycling,Activity Operator,Bike Rental"
Kilmore Quay Marina,-6.5869743,52.1718671,Wexford,Kilmore Quay,Republic of Ireland,"Sailing,Activity Operator,Marina,Venue"
New Ross Marina,-6.9499897,52.3916473,Wexford,New Ross,Republic of Ireland,"Sailing,Activity Operator,Marina,Venue"
Elephant  Castle Lucan,-6.4199984,53.3585282,Dublin,Lucan,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Elephant  Castle Monkstown,-6.1509325,53.2939453,Dublin,Monkstown,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Elephant  Castle Beacon,-6.2154177,53.2780006,Dublin,Sandyford,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Elephant  Castle Temple Bar,-6.2623998,53.3457098,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Elephant  Castle The Mayson,-6.2324654,53.3473633,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Elephant  Castle Galway,-9.0467544,53.2770763,Galway,Galway City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Elephant  Castle Churchtown,-6.2590358,53.2950629,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Elephant  Castle Brittas Bay,-6.04796,52.90435,Wicklow,Brittas Bay,Republic of Ireland,"Food and Drink,Restaurant,Fast Food,Vegetarian"
The Quays Bar  Restaurant,-6.263116,53.345635,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Elephant  Castle Cork,-8.4771712,51.8982466,Cork,Cork City,Republic of Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Morelands Grill,-6.2588372,53.345712,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Elephant  Castle Rathmines,-6.2653652,53.3226118,Dublin,Rathmines,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Elephant  Castle Rathmines,-6.2653652,53.3226118,Dublin,Rathmines,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian"
Borderland Muff,-7.2689419,55.0688239,Donegal,Muff,Republic of Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Quigleys Marina Killinure Point,-7.922945,53.465212,Westmeath,Glasson,Republic of Ireland,"Cruising,Marina,Venue"
Waterworld Bundoran,-8.2796687,54.4801906,Donegal,Bundoran,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Swimming Pool,Cafe,Food and Drink,Activity Operator"
37 Dawson Street,-6.258755,53.34054,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
An Poitin Stil,-6.476837,53.281066,Dublin,Rathcoole,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
B Bar,-6.2489013,53.3305569,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Baileys Bar  Bistro at Clanard Court Hotel,-6.9597121,52.9986814,Kildare,Athy,Republic of Ireland,"Food and Drink,Pubs and Bar,Restaurant"
Bar Rua,-6.2624311,53.3410567,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Beaumont House,-6.2336467,53.3854462,Dublin,Whitehall,Republic of Ireland,"Food and Drink,Pubs and Bar"
Birchalls,-6.2502862,53.3233552,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Bison Bar  BBQ,-6.266283,53.34538,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Bowes Bar,-6.257896,53.345793,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Bradys of Shankill,-6.124504,53.2301216,Dublin,Shankill,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Brasserie Restaurant,-7.252117,52.6502114,Kilkenny,Kilkenny City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Local Produce"
Brogans Bar,-6.266366,53.344308,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Bruxelles,-6.260839,53.341345,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Bush Hotel Restaurant and Coffee Shop,-8.093956,53.946164,Leitrim,CarrickonShannon,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Buswells Hotel Bar,-6.2557572,53.3407802,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Ballymote and District Angling Club,-8.517106918,54.08986135,Sligo,Ballymote,Republic of Ireland,"Fishing,Angling,Activity Operator"
CHQ Dublin,-6.2480492,53.3490142,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Cafe"
Clonmel Racecourse,-7.6801868,52.3656048,Tipperary,Clonmel,Republic of Ireland,"Race Course,Venue,Sports Venues,Activity Operator"
Curragh Racecourse,-6.839608,53.167717,Kildare,The Curragh,Republic of Ireland,"Race Course,Venue,Sports Venues,Activity Operator"
Davy Byrnes,-6.2593729,53.3418395,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Devitts,-6.2654381,53.3355369,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Diceys Garden,-6.2635569,53.3358639,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Roundstone Music and Crafts,-9.916942,53.392004,Galway,Roundstone,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Caseys Bogwood Sculptures,-7.9727406,53.567827,Longford,Newtowncashel,Republic of Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store"
The Bridge Pottery,-7.3118566,52.5733091,Kilkenny,Cuffesgrange,Republic of Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Food Shops"
Dicks Bar,-8.7654374,52.5631139,Limerick,Adare,Republic of Ireland,"Food and Drink,Pubs and Bar"
Doyles Of College Street,-6.2575778,53.3457556,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Duffys Bar  Lounge,-6.1544733,53.4507179,Dublin,Malahide,Republic of Ireland,"Food and Drink,Pubs and Bar"
ely winebar,-6.2539824,53.337932,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Fitzgeralds Bar,-6.2596306,53.3466745,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Fitzgeralds of Sandycove,-6.1185972,53.2859438,Dublin,Sandycove,Republic of Ireland,"Food and Drink,Pubs and Bar"
Fitzsimons Temple Bar,-6.2651186,53.345581,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Foleys Bar  Restaurant,-6.2537644,53.3383196,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Brushwood Studios Art Gallery,-9.8698743,51.8283045,Kerry,Sneem,Republic of Ireland,"Craft,Shopping,Art Gallery"
House Of Plates ,-9.3015884,53.8576281,Mayo,Castlebar,Republic of Ireland,"Food and Drink,Restaurant,Artisan,Pubs and Bar,Local Produce,Seafood,Vegan,Vegetarian"
Jack ORourkes,-6.1778147,53.3015444,Dublin,Blackrock,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
John J Burkes Bar  Restaurant,-9.3651048,53.5445374,Galway,Clonbur,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Kilshanny House,-9.2981538,52.9818076,Clare,Kilshanny,Republic of Ireland,"Food and Drink,Restaurant,Venue,Music,Artisan,Pubs and Bar,Local Produce,Seafood,Vegan,Vegetarian"
Maggie Mays Bar and Restaurant,-8.5636272,53.1994705,Galway,Loughrea,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Local Produce,Seafood,Vegan,Vegetarian"
McDermotts Pub,-9.3711257,53.0189993,Clare,Doolin,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Morrisseys of Doonbeg,-9.526032,52.7308482,Clare,Doonbeg,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Local Produce,Seafood"
No 27 Bar  Lounge Shelbourne Hotel,-6.256063,53.339053,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Castle Ellen House,-8.7626469,53.3374848,Galway,Athenry,Republic of Ireland,"Castle,Historic Houses and Castle"
Castlefarm Shop,-6.8612811,53.0531178,Kildare,Athy,Republic of Ireland,"Cooking,Cookery,Learning,Gardening,Nature and Wildlife,Shopping,Visitor Farm,Tour"
Poacher Restaurant,-9.1560891,54.114898,Mayo,Ballina,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegan,Vegetarian"
Quinns Bar  Restaurant Tigh Ua Chuinn,-10.35936,52.1327039,Kerry,Ventry,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Quinns De Bucket Bar  Restaurant ,-8.765907,52.6198105,Limerick,Kildimo,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Celtic Roots Studio,-7.848079,53.349912,Westmeath,Ballinahowen,Republic of Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Art Gallery,Activity Operator,Food Shops"
Kinsale Yacht Club,-8.5195353,51.7015484,Cork,Kinsale,Republic of Ireland,"Restaurant,Sailing,Activity Operator,Marina,Venue,Food and Drink,Pubs and Bar"
Centre for Creative Practices,-6.2524207,53.33649,Dublin,Dublin City,Republic of Ireland,Learning
Community Coffee,-6.2466464,53.2952537,Dublin,Dundrum,Republic of Ireland,"Food and Drink,Cafe"
Cyclewayscom,-6.2644425,53.3464628,Dublin,Dublin City,Republic of Ireland,"Cycling,Shopping,Bike Rental"
Designyard,-6.2563769,53.342213,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Geological Museum,-6.2545716,53.3437935,Dublin,Dublin City,Republic of Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Guinness Whiskey and Temple Bar Highlights Tour  LetzGo Tours,-6.3281682,53.3244379,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Hibernia Roots,-6.4052507,53.4032268,Dublin,Blanchardstown,Republic of Ireland,Tracing Your Ancestors
Optimum Chauffer Drive,-6.260180784,53.34936062,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Tour"
Oliveto at Haddington House,-6.130567,53.2920773,Dublin,Daon Laoghaire,Republic of Ireland,"Food and Drink,Restaurant"
JC Singing Studio,-6.4517013,53.3364145,Dublin,Lucan,Republic of Ireland,"Learning,Activity Operator"
Ticknock Mountain Bike Trail  Bike Rental and Guided Tours,-6.249289,53.255774,Dublin,Ballinteer,Republic of Ireland,
The Book of Kells,-6.2567401,53.3439329,Dublin,Dublin City,Republic of Ireland,Museums and Attraction
Industry and Co,-6.2629959,53.3426684,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Happy Out Cafac,-6.177152768,53.35859276,Dublin,Clontarf,Republic of Ireland,"Food and Drink,Cafe"
The Dog House  Blues Tea Rooms Howth,-6.0746619,53.388795,Dublin,Howth,Republic of Ireland,"Food and Drink,Restaurant"
Bull Island,-6.1440493,53.3704969,Dublin,Dublin City,Republic of Ireland,Beach
Cliff Path Loop,-6.066380923,53.38800343,Dublin,Howth,Republic of Ireland,Walking
Irish Design Shop,-6.2629039,53.3426976,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Killiney  Hill,-6.107273729,53.2703464,Dublin,Dalkey,Republic of Ireland,"Public Park,Nature and Wildlife"
Kilkenny Shop Dublin,-6.2553189,53.3421558,Dublin,Dublin City,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store"
Escape Boats,-6.2373694,53.3425141,Dublin,Dublin City,Republic of Ireland,"Activity Operator,Day Tour,Tour,Boat"
East Restaurant,-6.243459223,53.34802376,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Ticknock Fairy Castle Loop,-6.2510811,53.2556435,Dublin,Sandyford,Republic of Ireland,"Cycling,Walking"
The Bloody Stream,-6.0742124,53.3889776,Dublin,Howth,Republic of Ireland,"Food and Drink,Pubs and Bar"
The Long Hall,-6.2652064,53.3418349,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Avoca Malahide,-6.1627445,53.4449866,Dublin,Malahide,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Celtic Tales,-9.0605371,53.2698679,Galway,Galway City,Republic of Ireland,"Activity Operator,Literary Ireland,Food and Drink,Pubs and Bar"
Vintage Cocktail Club,-6.2629108,53.3450546,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Pubs and Bar"
Carrickgollogan  Lead Mines Way  Orange,-6.162769,53.2216743,Dublin,Kilternan,Republic of Ireland,Walking
Irelands Eye,-6.0624418,53.4058314,Dublin,Irelands Eye,Republic of Ireland,"Island,Offshore Island"
Suir Blueway Tipperary,-7.7035286,52.3501482,Tipperary,Oldbridge,Republic of Ireland,"Kayaking,Activity Operator,Walking"
OReilly Theatre,-6.2620851,53.3556337,Dublin,Dublin City,Republic of Ireland,
Newbridge House  Farm,-6.1680106,53.4866405,Dublin,Donabate,Republic of Ireland,"Historic Houses and Castle,Visitor Farm"
PI,-6.2645756,53.343432,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant"
Leopardstown Racecourse,-6.195465607,53.26689104,Dublin,Leopardstown,Republic of Ireland,"Horse Riding,Equestrian,Race Course,Venue,Sports Venues"
Cavistons Seafood Restaurant and Food Emporium,-6.1228425,53.2871369,Dublin,Glasthule,Republic of Ireland,"Food and Drink,Restaurant"
Howth Market,-6.072915,53.3886082,Dublin,Howth,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store"
Bog of Frogs Trail,-6.066380923,53.38800343,Dublin,Howth,Republic of Ireland,Walking
The Grand Canal Way,-6.258306,53.333691,Dublin,Dublin City,Republic of Ireland,Walking
The Spa at the Shelbourne Hotel,-6.2558391,53.3388506,Dublin,Dublin City,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Buff Day Spa,-6.261288,53.340223,Dublin,Dublin City,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Hapenny Bridge,-6.263081,53.346307,Dublin,Dublin City,Republic of Ireland,
The Westbury Bars  Restaurants,-6.2614426,53.3414007,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Merrion Spa and Health Club,-6.2528614,53.3385678,Dublin,Dublin City,Republic of Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Jam Art Factory,-6.2628761,53.345149,Dublin,Dublin City,Republic of Ireland,"Shopping,Shopping Centres and Department Store"
Urbanity,-6.2791428,53.3468278,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Cafe"
Windrush Farm,-6.1534901,53.0523231,Wicklow,Newtown Mount Kennedy,Republic of Ireland,"Craft,Shopping,Learning,Activity Operator"
Jay Kays Cafac,-6.2652304,53.3471045,Dublin,Dublin City,Republic of Ireland,"Food and Drink,Cafe"
Monicknew Woods,-7.542280165,53.07081133,Laois,Mountrath,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Historic Houses and Castle,Forest Park,Park and Forest Walk,Natural Landscape,Public Park"
