id,Station,Divisions,x,y,Year,"Attempts or threats to murder, assaults, harassments and related offences",Dangerous or negligent acts,Kidnapping and related offences,"Robbery, extortion and hijacking offences",Burglary and related offences,Theft and related offences,"Fraud, deception and related offences",Controlled drug offences,Weapons and Explosives Offences,Damage to property and to the environment,Public order and other social code offences,"Offences against government, justice procedures and organisation of crime",Lat,Long
20438,Cappamore, Limerick,177122,151501,2014,4,2,0,0,11,14,0,0,0,9,7,0,52.61467,-8.33849
20439,Murroe, Limerick,173032,155418,2014,4,2,0,0,13,18,1,5,0,6,3,2,52.64968,-8.39919
20440,Newcastle West, Limerick,127825,134070,2014,47,28,0,0,27,131,9,20,9,50,116,50,52.45375,-9.06239
20441,Abbeyfeale, Limerick,112219,126928,2014,19,9,0,0,36,67,7,4,5,20,30,3,52.3873,-9.29002
20442,Ballingarry, Limerick,141415,135935,2014,4,0,0,0,20,21,0,0,0,8,2,4,52.47213,-8.86285
20444,Athea, Limerick,112536,135006,2014,3,1,0,0,10,13,0,0,0,4,0,0,52.45993,-9.28748
20447,Ennis, Clare,133945.89,177743.83,2014,114,78,1,14,166,461,30,219,37,168,408,143,52.84692,-8.98111
20448,Crusheen, Clare,139630,187860,2014,2,4,0,0,6,7,0,0,0,7,2,0,52.93848,-8.89864
20449,Lissycasey, Clare,122090,166693,2014,4,4,0,0,4,8,0,4,0,1,7,2,52.74606,-9.15441
20450,Newmarket on Fergus, Clare,139354,168352,2014,5,4,0,0,2,24,2,6,1,11,7,5,52.76317,-8.89912
20452,Shannon, Clare,140757,162182,2014,40,27,0,9,29,106,10,54,3,65,95,9,52.70789,-8.87722
20454,Sixmilebridge, Clare,147506,165689,2014,2,5,1,1,18,35,1,8,1,6,8,0,52.7401,-8.77794
20455,Kilrush, Clare,99791,155414,2014,24,10,0,5,27,50,3,27,3,38,48,17,52.64107,-9.48107
20460,Kildysart, Clare,125248,158690,2014,2,0,0,0,1,5,1,2,0,4,3,1,52.6746,-9.10584
20461,Kilkee, Clare,88819,160254.01,2014,13,11,0,0,20,21,2,26,3,17,35,2,52.68241,-9.64472
20462,Killaloe, Clare,170129,172905,2014,22,14,0,0,20,55,2,12,4,16,38,12,52.80666,-8.44367
20464,Scariff, Clare,164068,184094,2014,19,11,0,1,18,44,2,9,1,7,9,0,52.90683,-8.53477
20466,Tulla, Clare,149217,179615.01,2014,8,6,0,0,12,25,2,2,0,4,9,0,52.86539,-8.75478
20468,Ennistymon, Clare,113414,188139,2014,20,26,0,0,12,46,1,14,0,27,70,7,52.9374,-9.28854
20469,Ballyvaughan, Clare,123241,207871,2014,2,1,0,0,6,11,0,1,0,4,3,0,53.11616,-9.14711
20470,Corofin, Clare,128220,189019.21,2014,11,3,0,0,1,14,0,4,0,3,20,5,52.94749,-9.06857
20473,Lisdoonvarna, Clare,113521,198292,2014,9,5,0,0,4,14,0,3,0,2,15,0,53.02862,-9.28966
20474,Miltown Malbay, Clare,105707,179384,2014,7,4,0,0,7,15,0,12,0,12,22,2,52.85745,-9.4006
20475,Gaillimh, Galway,129444.21,225049.64,2014,277,169,7,22,386,1188,138,344,27,349,1026,179,53.27134,-9.05828
20476,Aran Mor, Galway,137877,225014,2014,30,44,0,2,60,117,22,27,5,42,45,5,53.27208,-8.93189
20478,Leach Seoirse, Galway,138040,234471,2014,16,30,0,0,36,32,5,11,1,11,7,10,53.35706,-8.9313
20479,Headford, Galway,127114,247234,2014,7,10,0,0,33,30,2,2,0,13,10,0,53.47032,-9.09831
20480,Athenry, Galway,150065,227951,2014,20,19,0,1,22,27,14,3,0,19,20,2,53.29975,-8.74969
20481,Monivea, Galway,153304,236181,2014,1,1,0,0,4,3,0,2,0,2,2,1,53.37399,-8.70233
20483,Clifden, Galway,66684,250540,2014,16,15,0,0,8,24,8,9,2,45,40,3,53.48818,-10.00924
20484,Sraith Salach, Galway,85724,247496,2014,1,1,0,0,1,1,0,0,0,1,1,0,53.46532,-9.72143
20485,Letterfrack, Galway,70971,257774,2014,3,6,0,0,1,7,0,2,0,5,1,0,53.55421,-9.94767
20487,Carna, Galway,78502,231891,2014,4,4,0,0,2,9,0,0,0,4,5,1,53.32357,-9.82412
20488,An Maim, Galway,96228,252310,2014,3,4,0,0,5,11,1,3,6,3,2,0,53.51073,-9.56493
20489,Cloch na Ron, Galway,72250,239851,2014,2,1,0,0,1,0,0,1,0,2,1,0,53.39358,-9.9211
20490,Loughrea, Galway,161958,216447,2014,41,11,0,0,35,71,20,21,3,26,98,12,53.19738,-8.56995
20492,Killimor, Galway,180373,212831.01,2014,4,2,0,0,8,13,0,0,0,3,2,0,53.16589,-8.29419
20493,Woodford, Galway,173214,199702,2014,3,1,0,0,3,11,0,0,1,3,2,0,53.04761,-8.40013
20495,Eyrecourt, Galway,191203,216532,2014,4,0,0,0,7,9,1,0,0,7,0,0,53.19943,-8.13237
20496,Portumna, Galway,185281,204369,2014,12,5,0,0,15,32,1,4,1,11,15,4,53.09001,-8.22042
20497,Kilrickle, Galway,169834,220046,2014,4,3,0,0,2,4,1,1,0,2,5,0,53.23022,-8.45245
20498,Oughterard, Galway,112003,242708,2014,5,3,0,0,6,12,0,2,0,6,6,1,53.42735,-9.32454
20499,Maigh Cuilinn, Galway,121369,232631,2014,5,3,0,0,3,11,1,2,0,9,4,2,53.33831,-9.18117
20500,An Cheathru Rua, Galway,93255,224962,2014,8,3,0,0,2,1,0,0,0,8,15,5,53.26451,-9.60049
20501,Ros Muc, Galway,92932,238537,2014,0,0,0,0,2,4,0,0,0,2,1,0,53.38637,-9.60991
20502,Indreabhan, Galway,104606,222058,2014,4,3,0,0,2,3,0,1,0,7,6,0,53.24059,-9.42956
20503,An Spideal, Galway,112890,222439,2014,3,4,0,1,1,10,4,0,0,6,5,1,53.24543,-9.30563
20504,Leitir Mor, Galway,89689,228360,2014,2,1,0,0,2,2,0,0,0,2,2,0,53.2943,-9.65508
20505,Bothar Na Tra, Galway,127991,223676,2014,47,30,0,3,144,137,18,29,2,109,164,17,53.25881,-9.07974
20506,Cill Ronain, Galway,88391,209129,2014,3,0,0,0,0,1,0,0,0,9,4,0,53.12131,-9.66782
20507,Gort, Galway,145203,202147,2014,17,13,0,1,24,59,13,11,2,20,35,2,53.06744,-8.81818
20508,Ardrahan, Galway,146101,212066,2014,2,2,0,0,12,3,1,1,0,0,2,0,53.15665,-8.80645
20509,Craughwell, Galway,151036,220114.01,2014,12,6,0,0,17,23,0,2,0,6,6,0,53.22943,-8.73392
20510,Kinvara, Galway,137162,210375,2014,3,2,0,0,7,8,1,5,0,4,10,0,53.14048,-8.93973
20514,Roscommon, Roscommon/Longford,187242,264445,2014,51,37,0,0,35,102,19,21,2,37,73,12,53.62984,-8.19358
20515,Athleague, Roscommon/Longford,183329,257652,2014,1,2,0,1,2,4,0,0,0,0,5,0,53.5687,-8.25236
20517,Strokestown, Roscommon/Longford,193205,281231,2014,2,3,0,1,4,14,3,1,1,7,3,1,53.78076,-8.10382
20519,Creggs, Galway,175961,260596,2014,2,1,0,0,0,0,0,0,0,1,2,0,53.59486,-8.36379
20520,Ballygar, Galway,178268,252460,2014,4,3,0,0,3,6,1,1,0,3,4,0,53.52186,-8.32839
20521,Ballinasloe, Galway,185149,230904,2014,65,22,0,4,32,186,25,30,9,80,184,26,53.32843,-8.22363
20522,Ahascragh, Galway,178054,238416,2014,4,3,0,0,4,4,1,0,0,2,0,0,53.39567,-8.33063
20523,Kilconnell, Galway,173289,231284,2014,2,2,0,0,1,4,0,2,0,1,54,0,53.33138,-8.40166
20524,Kiltormer, Galway,181932,220804,2014,1,1,0,0,2,1,0,0,0,1,0,0,53.23758,-8.27134
20526,Mountbellew, Galway,166839,246883,2014,5,9,0,0,10,16,3,4,0,5,11,2,53.47116,-8.5001
20527,Taughmaconnell, Roscommon/Longford,190668,239214,2014,0,1,0,0,0,2,0,1,0,2,0,0,53.40322,-8.14104
20528,Clonark, Roscommon/Longford,197742,235330,2014,4,2,0,2,10,20,0,1,0,6,1,0,53.3684,-8.03466
20529,Moylough, Galway,162410,248756,2014,0,3,0,0,4,9,0,1,0,1,0,0,53.48769,-8.56702
20530,Boyle, Roscommon/Longford,180337,302706,2014,20,3,0,1,22,45,8,9,0,17,25,0,53.97337,-8.30039
20533,Elphin, Roscommon/Longford,187380,288484,2014,5,1,0,1,5,4,1,0,0,2,2,0,53.84582,-8.19248
20534,Frenchpark, Roscommon/Longford,173367,291150,2014,2,0,0,1,12,11,2,6,0,5,0,1,53.86924,-8.4056
20535,Keadue, Roscommon/Longford,191056,311275,2014,4,0,0,0,2,9,0,0,0,1,0,0,54.05065,-8.1373
20536,Tulsk, Roscommon/Longford,183447,280886,2014,3,1,0,0,2,3,2,0,0,2,0,2,53.77744,-8.25182
20537,Castlerea, Roscommon/Longford,168128,279762,2014,97,8,0,0,27,52,7,36,4,29,45,35,53.76663,-8.48406
20538,Ballaghderreen, Roscommon/Longford,161621,294647,2014,22,4,0,0,48,40,18,7,4,29,56,7,53.89992,-8.58459
20539,Ballinlough, Roscommon/Longford,158095,276963,2014,6,3,0,0,3,6,3,1,0,8,3,0,53.74078,-8.63581
20543,Tuam, Galway,143273,252060,2014,74,28,0,0,62,111,28,44,5,54,103,20,53.51566,-8.85588
20544,Williamstown, Galway,161825,269848,2014,5,1,0,0,3,10,1,2,0,5,1,0,53.67714,-8.57841
20545,Milltown, Galway,140650,262772,2014,1,5,0,0,4,7,0,0,0,2,2,0,53.6116,-8.89745
20547,Glenamaddy, Galway,162969,262081,2014,4,4,0,0,3,12,2,0,0,3,3,4,53.60745,-8.56018
20548,Dunmore, Galway,151036,263315,2014,3,5,0,0,4,24,0,2,0,4,2,1,53.61755,-8.74063
20549,Corofin, Galway,142691,243381,2014,5,6,0,0,4,6,1,3,0,5,2,1,53.43763,-8.86307
20550,Barnaderg, Galway,152084,248054,2014,4,2,0,0,5,9,2,0,1,3,1,0,53.48055,-8.72246
20551,Castlebar, Mayo,114657,290095,2014,108,46,0,2,47,242,29,45,6,120,208,30,53.85343,-9.29762
20554,Balla, Mayo,125604,284167,2014,6,3,0,1,3,15,1,0,0,2,10,1,53.80187,-9.12987
20555,Partry, Mayo,115533,272850,2014,4,3,0,0,5,9,0,0,0,3,3,0,53.69868,-9.27959
20558,Crossmolina, Mayo,113519,317547,2014,3,3,0,0,5,17,0,4,1,9,5,1,54.09981,-9.32269
20559,Killala, Mayo,120423,330148,2014,5,7,0,0,7,17,1,0,0,12,6,0,54.2141,-9.22051
20561,Bonniconlon, Mayo,132750,318312,2014,4,1,0,0,5,9,0,3,1,3,1,0,54.10955,-9.02896
20562,Ballina, Mayo,124157,318813,2014,62,20,0,7,40,148,20,35,5,109,165,13,54.11286,-9.16044
20564,Enniscrone, Sligo/Leitrim,129034,329979.01,2014,13,10,0,0,22,31,1,3,0,15,9,1,54.21385,-9.08851
20566,Beal an Mhuirthead, Mayo,70539,332132,2014,10,13,0,0,6,9,0,3,1,8,23,4,54.22175,-9.98558
20569,Bangor Erris, Mayo,85880,323065,2014,4,5,0,0,3,4,0,1,0,3,3,0,54.14398,-9.74708
20570,Ballycroy, Mayo,80393,310039,2014,8,0,0,0,2,0,1,0,0,2,0,0,54.02577,-9.82585
20571,Gleann na Muaidhe, Mayo,90600,333737,2014,2,1,0,0,1,1,1,0,0,5,5,1,54.24084,-9.67876
20572,Claremorris, Mayo,135024.18,275315.22,2014,23,12,0,1,10,49,11,6,1,14,44,2,53.72361,-8.98506
20573,Kilmaine, Mayo,125619,259757,2014,1,0,0,0,6,7,0,0,0,2,6,0,53.5826,-9.12379
20574,Ballindine, Mayo,136748,269284,2014,0,2,0,0,5,4,0,0,0,5,2,0,53.66964,-8.95772
20575,Knock, Mayo,139499,283243,2014,0,1,0,0,14,8,1,4,0,6,5,1,53.79537,-8.91884
20576,Ballinrobe, Mayo,118916,264544,2014,12,11,3,2,15,42,3,0,0,19,17,1,53.62461,-9.22622
20577,Cong, Mayo,114758,255362,2014,4,0,0,0,12,8,0,2,0,8,4,0,53.54147,-9.28654
20578,Shrule, Mayo,127908,252736,2014,2,1,0,0,8,6,0,0,0,6,1,0,53.51985,-9.08762
20580,Swinford, Mayo,137517,299441,2014,15,5,4,0,12,36,2,4,2,17,23,0,53.94064,-8.95221
20581,Kiltimagh, Mayo,133851,288962,2014,3,1,0,0,11,18,0,2,1,3,6,0,53.84605,-9.00576
20582,Charlestown, Mayo,147966,301773,2014,14,4,0,0,12,24,1,1,3,14,14,2,53.96274,-8.79351
20583,Kilkelly, Mayo,144570,291862,2014,2,2,0,0,6,12,0,1,0,3,6,2,53.87336,-8.84345
20584,Ballyhaunis, Mayo,149440,279630,2014,15,8,0,1,16,36,3,3,0,17,20,0,53.76397,-8.76741
20585,Foxford, Mayo,127334,304337,2014,5,5,0,0,10,15,0,3,0,5,12,0,53.98329,-9.1084
20586,Westport, Mayo,99932,284334,2014,51,25,0,1,54,88,8,18,3,48,171,4,53.79907,-9.51943
20587,Newport Co Mayo, Mayo,98357,294512,2014,5,2,0,0,5,12,1,2,2,7,5,2,53.89017,-9.54669
20588,Gob an Choire, Mayo,74046,299957.01,2014,1,0,0,0,1,1,0,3,0,4,6,0,53.93373,-9.91848
20590,Louisburgh, Mayo,80849,280944,2014,4,1,0,0,1,4,0,1,0,4,3,0,53.76461,-9.80759
20591,Keel, Mayo,63428,304895,2014,4,0,0,0,1,1,1,1,1,5,1,0,53.97537,-10.08224
20592,Sligo, Sligo/Leitrim,169344,335702,2014,139,44,1,5,136,386,30,103,36,281,378,77,54.26925,-8.47126
20593,Collooney, Sligo/Leitrim,168198,326384,2014,8,7,0,0,14,27,9,3,0,19,12,2,54.18548,-8.48786
20594,Skreen, Sligo/Leitrim,153084,333095,2014,0,0,0,0,0,5,0,0,0,2,2,2,54.2446,-8.7204
20595,Coolaney, Sligo/Leitrim,160644,324983,2014,2,2,0,0,5,8,0,2,1,1,2,3,54.17237,-8.60338
20597,Rosses Point, Sligo/Leitrim,164470,339757,2014,2,3,0,0,5,8,1,2,0,1,1,0,54.30537,-8.54655
20598,Grange, Sligo/Leitrim,166222,349540,2014,5,3,0,0,17,21,2,0,0,14,7,1,54.39337,-8.52074
20599,Ballymote, Sligo/Leitrim,166332,315483,2014,12,8,0,0,10,23,1,7,3,18,18,12,54.08743,-8.51523
20600,Tubbercurry, Sligo/Leitrim,151957,311618,2014,17,8,0,1,31,40,1,7,2,21,18,6,54.05157,-8.73426
20601,Gurteen, Sligo/Leitrim,166216,304969,2014,1,1,0,0,4,11,1,6,1,4,5,1,53.99297,-8.51583
20602,Riverstown, Sligo/Leitrim,173899,320125,2014,1,5,0,0,3,11,4,2,0,3,3,0,54.12957,-8.4
20605,Carrick-On-Shannon, Sligo/Leitrim,194129,299437,2014,48,34,0,0,20,105,18,33,4,56,149,13,53.94434,-8.09015
20608,Drumshambo, Sligo/Leitrim,197430,310806,2014,10,3,0,0,28,17,1,0,6,19,11,0,54.04651,-8.03998
20610,Mohill, Sligo/Leitrim,208717,296825,2014,16,15,0,1,20,22,2,2,2,18,10,5,53.92084,-7.86807
20611,Roosky, Roscommon/Longford,205130,287028,2014,2,1,0,0,5,8,0,1,0,4,0,0,53.83286,-7.92283
20612,Manorhamilton, Sligo/Leitrim,188428,339522,2014,14,8,0,1,29,46,5,6,1,23,9,3,54.30436,-8.17851
20615,Kinlough, Sligo/Leitrim,181432,355287,2014,5,3,0,0,12,12,1,1,0,11,3,1,54.44577,-8.28696
20617,Dowra, Cavan/Monaghan,199053,326825,2014,2,1,0,0,2,5,0,0,0,1,1,1,54.19042,-8.01525
20618,Blacklion, Cavan/Monaghan,208111,338081,2014,1,0,0,0,3,5,0,1,0,1,1,7,54.29148,-7.87619
20619,Letterkenny, Donegal,216935,411935,2014,265,64,0,9,130,429,36,59,16,211,449,57,54.95469,-7.73642
20620,Carrigans, Donegal,236778,411663,2014,9,5,0,0,23,10,0,0,0,12,6,1,54.95118,-7.42676
20621,Castlefin, Donegal,226079,395057,2014,12,12,0,2,10,12,1,4,0,16,4,1,54.8027,-7.59523
20623,Newtowncunningham, Donegal,231549,416790,2014,22,8,0,1,11,18,0,4,0,16,13,7,54.99759,-7.5078
20624,Raphoe, Donegal,226088,403040,2014,23,2,0,0,13,10,3,1,0,14,21,0,54.8744,-7.59437
20625,Lifford, Donegal,233447,398460,2014,19,6,0,0,14,20,7,4,0,20,12,0,54.83283,-7.48027
20626,Ballybofey, Donegal,214130,394664,2014,49,30,0,1,25,66,12,9,3,39,95,5,54.79964,-7.78105
20627,Convoy, Donegal,221305,401336,2014,20,9,0,0,5,16,3,5,1,21,11,0,54.85932,-7.669
20628,Buncrana, Donegal,235086,431698,2014,52,24,0,0,16,84,7,11,4,42,100,11,55.13126,-7.4507
20629,Burnfoot, Donegal,238292,423197,2014,14,13,0,1,9,31,2,4,3,28,19,3,55.05467,-7.40159
20630,Carndonagh, Donegal,247140,445420,2014,27,11,0,0,12,38,0,4,0,24,22,7,55.25351,-7.25946
20631,Clonmany, Donegal,237379,446385,2014,5,1,0,0,1,4,0,0,1,10,18,0,55.26301,-7.41282
20634,Moville, Donegal,261918,438712,2014,8,3,0,0,9,12,1,0,0,9,11,0,55.19163,-7.02858
20635,Muff, Donegal,246764,424827,2014,2,7,0,2,15,25,0,1,0,7,9,0,55.06859,-7.26877
20636,Milford, Donegal,219322,426672,2014,12,2,0,1,6,5,0,2,1,12,9,0,55.08698,-7.69817
20637,Carraig Airt, Donegal,212888,436462,2014,16,6,0,0,10,4,0,0,0,19,9,0,55.17513,-7.79849
20638,Kerrykeel, Donegal,221329,432265,2014,5,1,0,0,5,12,2,3,1,8,8,0,55.13714,-7.66633
20640,Kilmacrennan, Donegal,214212,420253,2014,10,14,0,0,3,14,1,1,2,4,9,0,55.0295,-7.77851
20641,Dun Fionnachaid, Donegal,201676,437311,2014,3,3,1,0,2,7,0,0,0,10,9,0,55.18292,-7.97444
20642,An Craoslach, Donegal,205627,430898,2014,2,1,0,0,2,5,0,0,0,7,2,1,55.12528,-7.91255
20643,An F�l Carrach, Donegal,193541,432201.01,2014,7,9,0,0,2,3,1,1,0,12,22,0,55.13698,-8.10203
20644,Ramelton, Donegal,222380,421083,2014,7,7,0,0,3,6,2,3,0,3,13,0,55.03665,-7.65073
20645,Rathmullen, Donegal,229891,427712,2014,6,2,0,0,2,5,0,0,0,4,1,0,55.0958,-7.53256
20646,Na Gleannta, Donegal,181975,394222,2014,3,2,0,0,7,15,1,1,2,9,26,0,54.79555,-8.28098
20648,Ard An R�tha, Donegal,173689,390810,2014,3,1,0,0,2,5,0,1,0,2,8,0,54.76453,-8.40949
20649,An Bun Beag, Donegal,181554,424284,2014,12,5,0,0,6,8,1,4,0,9,9,1,55.06556,-8.28946
20650,Clogher, Donegal,172579,398859,2014,0,0,0,0,0,0,0,0,0,2,0,0,54.83677,-8.4275
20652,An Clochan Liath, Donegal,176900,411614,2014,23,7,0,0,2,19,2,0,0,9,15,2,54.95156,-8.36128
20653,An Charraig, Donegal,159189,379044,2014,2,1,0,0,2,7,0,0,0,6,1,1,54.65788,-8.63309
20655,Ballyshannon, Donegal,186778,361165,2014,12,5,1,1,16,23,3,30,3,24,35,10,54.49875,-8.20482
20656,Ballintra, Donegal,191938,369953,2014,2,5,0,0,4,12,0,1,1,3,4,0,54.5778,-8.12542
20657,Bundoran, Donegal,181940,358711,2014,31,13,0,0,14,34,4,36,2,22,115,7,54.47655,-8.27934
20658,Donegal Town, Donegal,192880,378259,2014,34,14,0,0,10,33,6,11,2,18,58,5,54.65243,-8.11105
20659,Pettigo, Donegal,210734,366667,2014,5,0,0,0,5,7,0,2,0,2,1,0,54.54823,-7.83488
20661,Na Cealla Beaga, Donegal,171352,376582,2014,11,4,0,0,7,7,0,8,1,7,23,1,54.6366,-8.4444
20662,Monaghan, Cavan/Monaghan,267347,334101,2014,86,59,1,1,40,186,16,47,5,90,222,29,54.25137,-6.96752
20663,Clones, Cavan/Monaghan,250449,325661,2014,17,6,0,0,4,38,2,4,1,11,6,1,54.17749,-7.22815
20666,Scotstown, Cavan/Monaghan,261040,337231,2014,10,1,0,0,7,3,2,0,0,7,1,0,54.28027,-7.06363
20667,Emyvale, Cavan/Monaghan,267849,343905,2014,5,4,0,0,4,25,2,1,1,7,12,1,54.33936,-6.9576
20669,Carrickmacross, Cavan/Monaghan,284115,303725,2014,41,30,1,2,38,101,8,15,2,68,148,16,53.97606,-6.71878
20670,Ballybay, Cavan/Monaghan,271646,320536,2014,3,3,0,0,6,18,3,0,2,9,19,3,54.12894,-6.9048
20671,Castleblayney, Cavan/Monaghan,282766,319488,2014,38,55,0,0,31,63,10,6,5,71,161,4,54.11786,-6.73504
20674,Rockcorry, Cavan/Monaghan,264824,319458,2014,1,2,0,0,4,11,0,0,2,2,0,0,54.12016,-7.00937
20675,Cavan, Cavan/Monaghan,241968,305076,2014,122,54,4,5,88,296,34,96,19,112,200,49,53.99333,-7.36087
20676,Ballinagh, Cavan/Monaghan,238828,298122,2014,14,6,0,0,8,23,2,1,1,8,12,1,53.93111,-7.40963
20677,Arva, Cavan/Monaghan,227394,297403,2014,6,5,0,0,4,7,1,0,2,6,15,1,53.92538,-7.58376
20680,Kilnaleck, Cavan/Monaghan,244930,290091,2014,9,7,0,0,11,18,1,4,0,8,8,0,53.85847,-7.31791
20682,Bailieboro, Cavan/Monaghan,267755,296683,2014,29,9,0,1,9,34,4,8,2,29,59,1,53.91521,-6.96962
20683,Kingscourt, Cavan/Monaghan,278477,295638,2014,20,13,0,2,4,26,5,2,0,15,12,3,53.90431,-6.80676
20684,Mullagh, Cavan/Monaghan,269665,285126.01,2014,4,5,0,0,5,13,0,0,0,6,4,1,53.81114,-6.94318
20685,Shercock, Cavan/Monaghan,272145,305320,2014,1,1,0,0,4,9,0,0,1,1,3,1,53.9922,-6.90079
20687,Virginia, Cavan/Monaghan,260492,287592,2014,18,21,0,0,20,40,2,8,4,18,31,12,53.83444,-7.08193
20688,Cootehill, Cavan/Monaghan,260357,314337,2014,22,6,0,1,23,57,1,0,5,18,31,4,54.07471,-7.0787
20689,Ballyjamesduff, Cavan/Monaghan,252106,290682,2014,18,8,4,0,9,18,2,3,2,11,15,1,53.86311,-7.20877
20690,Ballyconnell, Cavan/Monaghan,227500,318956,2014,7,8,0,0,9,30,1,2,1,6,11,1,54.119,-7.5802
20691,Belturbet, Cavan/Monaghan,236512,317033,2014,15,3,0,0,11,66,2,4,1,13,8,2,54.10116,-7.44262
20692,Swanlinbar, Cavan/Monaghan,219379,327498,2014,0,1,0,0,5,7,0,1,0,2,0,0,54.19611,-7.70384
20693,Killeshandra, Cavan/Monaghan,231128,307041,2014,1,1,0,0,5,7,0,0,0,3,2,0,54.01175,-7.52594
20695,Ballinamore, Sligo/Leitrim,213346,311725,2014,10,2,0,0,7,17,2,0,0,5,14,0,54.0546,-7.79696
20696,Carrigallen, Sligo/Leitrim,223231,302970,2014,3,0,0,0,8,7,2,1,0,4,0,1,53.97559,-7.6467
20697,Mountcharles, Donegal,187416,377543,2014,2,3,0,0,2,2,0,1,0,7,4,0,54.64589,-8.19567
20700,Ailt an Chorrain, Donegal,171966,415356,2014,5,2,0,0,0,3,0,0,0,5,2,0,54.98492,-8.43865
20702,Newport Co Tipperary, Tipperary,172589.81,162209.57,2014,6,14,0,1,14,44,5,5,0,11,11,2,52.71069,-8.40628
20703,Blackrock Co Louth, Louth,307145,302828,2014,15,6,0,0,44,64,3,3,1,34,17,1,53.96375,-6.36824
22222,Glasson,Westmeath,209112,246838,2014,7,1,0,0,19,17,2,2,0,5,2,0,53.47172,-7.86352
201,Pearse Street, D.M.R. South Central,316180,234222,2015,635,57,2,178,501,5613,315,448,119,458,2510,78,53.3457,-6.25627
203,Dun Laoghaire, D.M.R. Eastern,324528,228221,2015,146,31,5,18,419,751,52,95,19,232,206,215,53.28992,-6.13335
204,Kilmainham, D.M.R. South Central,312994,233718,2015,176,46,2,53,292,732,56,160,43,371,269,23,53.34187,-6.30427
205,Donnybrook, D.M.R. South Central,317602,231588,2015,57,27,0,19,291,760,78,67,15,124,168,8,53.32173,-6.23591
206,Irishtown, D.M.R. South Central,318394,233446,2015,40,11,1,11,236,579,22,64,6,108,117,7,53.33824,-6.22333
207,Crumlin, D.M.R. Southern,312337,231220,2015,89,33,9,40,264,454,47,79,7,263,110,11,53.31957,-6.31501
208,Sundrive Road, D.M.R. Southern,313394,232428,2015,100,15,2,45,194,390,26,125,18,227,128,13,53.3302,-6.29872
209,Ballyfermot, D.M.R. Western,309409,233956,2015,69,62,1,67,271,563,35,186,36,346,168,21,53.34476,-6.35798
2010,Lucan, D.M.R. Western,303209,235075,2015,78,51,0,18,280,634,36,95,16,222,125,10,53.35605,-6.45067
2011,Leixlip, Kildare,300015,236268,2015,33,7,0,5,89,156,9,32,3,90,43,8,53.36738,-6.49825
2012,Clondalkin, D.M.R. Western,307001,231495,2015,137,77,1,43,476,960,46,197,50,384,192,55,53.32314,-6.39495
2013,Ronanstown, D.M.R. Western,306227,233120,2015,169,32,1,48,293,772,33,262,56,348,167,112,53.3379,-6.40602
2014,Rathcoole, D.M.R. Western,302452,226791,2015,41,15,3,14,143,282,20,20,7,96,38,4,53.28179,-6.46471
2015,Rathfarnham, D.M.R. Southern,314186,228794,2015,113,39,1,30,525,1106,55,296,17,310,229,21,53.29739,-6.28815
2016,Tallaght, D.M.R. Southern,308900,227492,2015,347,114,1,168,828,1605,111,345,101,818,511,355,53.28681,-6.36784
2017,Rathmines, D.M.R. Southern,315531,231491,2015,73,22,0,15,224,748,43,145,9,170,144,6,53.32132,-6.26701
2018,Terenure, D.M.R. Southern,314161,230177,2015,54,21,0,15,263,530,29,70,6,174,61,6,53.30981,-6.28803
2019,Santry, D.M.R. Northern,316369,239129,2015,125,53,0,50,370,1043,75,92,9,209,134,16,53.38973,-6.25163
2021,Ballymun, D.M.R. Northern,315553,239644,2015,159,31,1,75,99,553,23,183,28,266,126,34,53.39453,-6.2637
2022,Dublin Airport, D.M.R. Northern,316668,243608,2015,9,6,4,0,1,173,20,16,14,13,69,2,53.42989,-6.24548
2023,Coolock, D.M.R. Northern,319729,239280,2015,189,66,3,66,328,862,40,278,50,395,159,36,53.39034,-6.2011
2024,Malahide, D.M.R. Northern,322823,246132,2015,53,16,2,6,157,346,22,52,6,122,41,7,53.45116,-6.15195
2025,Swords, D.M.R. Northern,318215,246556,2015,169,64,3,38,284,1018,60,234,20,311,210,166,53.45602,-6.22111
2026,Raheny, D.M.R. Northern,321299,238056.01,2015,44,28,0,21,144,304,20,56,9,114,74,24,53.37899,-6.17798
2027,Clontarf, D.M.R. Northern,318536,236267,2015,69,36,0,29,298,642,26,72,11,175,96,10,53.36355,-6.22015
2028,Cabra, D.M.R. Western,312709,236285,2015,38,21,1,30,111,499,21,101,5,173,71,15,53.36498,-6.30763
2029,Howth, D.M.R. Northern,328526,239171,2015,25,17,0,16,164,306,7,27,5,97,48,5,53.38729,-6.06899
2030,Finglas, D.M.R. Western,312702,239028,2015,110,59,4,72,273,934,58,350,59,363,249,55,53.38962,-6.30676
2031,Blanchardstown, D.M.R. Western,307764,238947,2015,204,116,8,95,545,1871,158,258,54,601,276,473,53.38992,-6.38097
2032,Store Street, D.M.R. North Central,316435,234757,2015,435,47,4,166,269,5999,281,926,108,582,3265,32,53.35045,-6.25225
2033,Fitzgibbon Street, D.M.R. North Central,316208,235563,2015,158,48,4,61,212,936,65,412,32,291,226,7,53.35774,-6.25536
2034,Mountjoy, D.M.R. North Central,315438,235850,2015,212,42,1,49,225,856,53,141,27,270,232,25,53.36049,-6.26681
